season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
2025,REG,0,Blake Corum,RB,LAR,3.358727272727273,22.772277227722775,2.7785806451612904,101,550,5.445544554455446,4,00-0039738,Blake,Corum,22,B.Corum,428.38766515308,119.61233484692002,1.1961233484692002,0.45
2025,REG,0,Devin Singletary,RB,NYG,4.140751633986929,32.55813953488372,2.748768292682927,86,306,3.558139534883721,3,00-0035250,Devin,Singletary,26,D.Singletary,328.5118751492354,-24.51187514923538,-0.28837500175571035,0.3764705882352941
2025,REG,0,Aaron Jones,RB,MIN,3.659547872340426,16.049382716049383,2.9237051282051283,81,376,4.6419753086419755,1,00-0033293,Aaron,Jones,33,A.Jones,331.17289715356225,13.827102846437754,0.17283878558047192,0.4
2025,REG,0,Tyrone Tracy Jr.,RB,NYG,4.172580645161289,19.469026548672566,2.731571428571428,113,434,3.84070796460177,1,00-0039384,Tyrone,Tracy,29,T.Tracy,450.54876866735384,-35.54876866735384,-0.32317062424867127,0.35454545454545455
2025,REG,0,Travis Etienne,RB,JAX,3.654165757906215,20.8955223880597,2.8398852459016393,201,917,4.562189054726368,7,00-0036973,Travis,Etienne,1,T.Etienne,819.2167733710052,78.78322662899484,0.4019552379030349,0.3622448979591837
2025,REG,0,Woody Marks,RB,HOU,4.294241877256318,23.75,2.8366204379562032,160,554,3.4625,2,00-0040583,Jo'Quavious,Marks,27,W.Marks,530.1789619727399,17.8210380272601,0.11350979635197517,0.39490445859872614
2025,REG,0,Omarion Hampton,RB,LAC,3.8341081081081083,20.253164556962027,2.9649999999999994,79,370,4.6835443037974684,2,00-0040666,Omarion,Hampton,8,O.Hampton,308.55924710845613,61.440752891543866,0.777731049260049,0.43037974683544306
2025,REG,0,Saquon Barkley,RB,PHI,4.191867749419954,30.73394495412844,3.0022554347826085,218,862,3.9541284403669725,5,00-0034844,Saquon,Barkley,26,S.Barkley,814.8585409767513,34.14145902324867,0.16028854001525197,0.38497652582159625
2025,REG,0,Kenneth Gainwell,RB,PIT,4.050377358490564,31.25,3.0349714285714287,80,371,4.6375,4,00-0036919,Kenneth,Gainwell,14,K.Gainwell,276.2443116700632,31.75568832993679,0.4234091777324905,0.44
2025,REG,0,Rico Dowdle,RB,CAR,3.100000000000001,21.354166666666664,2.7578736263736263,192,929,4.838541666666667,5,00-0036139,Rico,Dowdle,5,R.Dowdle,745.8165184443308,166.18348155566923,0.8746499029245749,0.46842105263157896
2025,REG,0,Jordan Mason,RB,MIN,3.740269841269842,18.045112781954884,2.844669491525423,133,630,4.7368421052631575,6,00-0037525,Jordan,Mason,27,J.Mason,483.2787365148641,120.72126348513592,0.9358237479467901,0.43410852713178294
2025,REG,0,Emanuel Wilson,RB,GB,3.7164672364672358,32.95454545454545,2.535621951219512,88,351,3.9886363636363638,3,00-0038797,Emanuel,Wilson,23,E.Wilson,358.4816294519358,-7.481629451935817,-0.08501851649927064,0.3977272727272727
2025,REG,0,Jacory Croskey-Merritt,RB,WAS,3.549600000000002,28.000000000000004,2.8699824561403497,125,550,4.4,4,00-0040242,Jacory,Croskey-Merritt,22,J.Croskey-Merritt,484.5901472095534,65.40985279044662,0.5232788223235729,0.4
2025,REG,0,Christian McCaffrey,RB,SF,4.649375736160191,26.160337552742618,2.6950377358490574,237,849,3.5822784810126582,8,00-0033280,Christian,McCaffrey,23,C.McCaffrey,1042.122276009577,-206.12227600957704,-0.8923042251496841,0.3333333333333333
2025,REG,0,Jaylen Warren,RB,PIT,3.989417177914112,26.41509433962264,2.9175416666666667,159,652,4.10062893081761,4,00-0037228,Jaylen,Warren,30,J.Warren,572.1706218747627,71.82937812523733,0.45751196258112947,0.45222929936305734
2025,REG,0,Kareem Hunt,RB,KC,3.4918165137614663,30.985915492957744,2.5250362318840573,142,545,3.8380281690140845,8,00-0033923,Kareem,Hunt,29,K.Hunt,509.00228958094885,32.997710419051145,0.23569793156465105,0.4642857142857143
2025,REG,0,Alvin Kamara,RB,NO,4.159129511677283,10.687022900763358,2.5406869565217405,131,471,3.595419847328244,1,00-0033906,Alvin,Kamara,41,A.Kamara,564.38364627604,-95.38364627604005,-0.7337203559695389,0.3
2025,REG,0,Ashton Jeanty,RB,LV,4.3906015037594,15.706806282722512,2.9045414012738853,191,665,3.481675392670157,4,00-0040122,Ashton,Jeanty,2,A.Jeanty,731.1965279276623,-80.19652792766226,-0.42657727621096947,0.3351063829787234
2025,REG,0,D'Andre Swift,RB,CHI,3.6461290322580644,19.653179190751445,2.812944099378882,173,837,4.838150289017341,5,00-0036275,D'Andre,Swift,4,D.Swift,754.5130315011774,76.48696849882265,0.4472922134434073,0.43859649122807015
2025,REG,0,James Cook,RB,BUF,3.2721330275229366,29.31726907630522,2.5952278481012656,249,1308,5.253012048192771,8,00-0037248,James,Cook,4,J.Cook,1017.1728650505179,288.8271349494821,1.1740940445100898,0.46747967479674796
2025,REG,0,RJ Harvey,RB,DEN,4.773644067796611,35.16483516483517,3.1228395061728396,91,354,3.89010989010989,5,00-0040730,Robert,Harvey,12,R.Harvey,387.8919305521013,-52.891930552101314,-0.6150224482802479,0.313953488372093
2025,REG,0,De'Von Achane,RB,MIA,3.48260213143872,20.207253886010363,2.8824942528735646,193,1126,5.83419689119171,7,00-0039040,Devon,Achane,28,D.Achane,850.868818325736,250.13118167426398,1.3164799035487578,0.39473684210526316
2025,REG,0,Tyler Allgeier,RB,ATL,4.891666666666667,25.925925925925924,2.8865000000000003,108,378,3.5,8,00-0037263,Tyler,Allgeier,25,T.Allgeier,407.89946130682773,-29.89946130682773,-0.2768468639521086,0.3888888888888889
2025,REG,0,J.K. Dobbins,RB,DEN,3.460064766839379,36.60130718954248,2.8853680555555563,153,772,5.045751633986928,4,00-0036158,Jkaylin,Dobbins,27,J.Dobbins,582.9509907649488,161.04900923505124,1.0808658337922903,0.44966442953020136
2025,REG,0,Kenneth Walker III,RB,SEA,4.576797900262468,31.76470588235294,3.1662466666666655,170,762,4.482352941176471,4,00-0038134,Kenneth,Walker,9,K.Walker,694.5718078624138,36.428192137586166,0.22212312279015956,0.38414634146341464
2025,REG,0,Jonathan Taylor,RB,IND,3.280479351032449,20.647773279352226,2.7985866666666683,247,1356,5.489878542510121,16,00-0036223,Jonathan,Taylor,28,J.Taylor,1057.3525438128456,281.6474561871544,1.1542928532260426,0.4180327868852459
2025,REG,0,Zach Charbonnet,RB,SEA,4.606997929606625,37.878787878787875,3.100807017543859,132,483,3.659090909090909,8,00-0039165,Zach,Charbonnet,26,Z.Charbonnet,439.42374988159685,24.576250118403152,0.19351378045986734,0.41732283464566927
2025,REG,0,Jahmyr Gibbs,RB,DET,3.556506591337101,21.92513368983957,2.8300602409638547,187,1062,5.679144385026738,13,00-0039139,Jahmyr,Gibbs,0,J.Gibbs,831.4071539299382,218.5928460700618,1.1815829517300638,0.3837837837837838
2025,REG,0,Tony Pollard,RB,TEN,3.7995827725437405,26.285714285714285,2.836112500000001,175,743,4.2457142857142856,4,00-0035261,Tony,Pollard,20,T.Pollard,700.3114613716256,41.68853862837443,0.239589302461922,0.3793103448275862
2025,REG,0,Kimani Vidal,RB,LAC,3.7666780238500843,31.11111111111111,2.881808695652174,135,587,4.348148148148148,3,00-0039391,Kimani,Vidal,30,K.Vidal,493.9175566403348,87.0824433596652,0.6647514760279787,0.37404580152671757
2025,REG,1,Saquon Barkley,RB,PHI,4.8415,66.66666666666666,3.1942857142857144,18,60,3.3333333333333335,1,00-0034844,Saquon,Barkley,26,S.Barkley,52.168810987558665,7.831189012441335,0.43506605624674083,0.5
2025,REG,1,Derrick Henry,RB,BAL,2.458520710059172,16.666666666666664,2.8595333333333333,18,169,9.38888888888889,2,00-0032764,Derrick,Henry,22,D.Henry,114.81851014662317,54.18148985337683,3.0100827696320462,0.3333333333333333
2025,REG,1,Tyrone Tracy Jr.,RB,NYG,5.935833333333334,10.0,3.0074999999999994,10,24,2.4,0,00-0039384,Tyrone,Tracy,29,T.Tracy,36.56081597645488,-12.560815976454883,-1.2560815976454882,0.4
2025,REG,1,Christian McCaffrey,RB,SF,4.5908695652173925,9.090909090909092,2.4695000000000005,22,69,3.1363636363636362,0,00-0033280,Christian,McCaffrey,23,C.McCaffrey,94.36345068715119,-25.363450687151186,-1.1528841221432358,0.09090909090909091
2025,REG,1,Josh Jacobs,RB,GB,4.4737878787878795,42.10526315789473,2.9571764705882355,19,66,3.473684210526316,1,00-0035700,Joshua,Jacobs,8,J.Jacobs,62.32767132632266,3.6723286736773417,0.2040182596487412,0.4444444444444444
2025,REG,1,Jordan Mason,RB,MIN,3.8460294117647065,20.0,2.897,15,68,4.533333333333333,0,00-0037525,Jordan,Mason,27,J.Mason,53.43575322241474,14.56424677758526,0.9709497851723508,0.4
2025,REG,1,Jaylen Warren,RB,PIT,4.268648648648648,9.090909090909092,2.884272727272727,11,37,3.3636363636363638,0,00-0037228,Jaylen,Warren,30,J.Warren,43.73937586249874,-6.73937586249874,-0.6126705329544309,0.45454545454545453
2025,REG,1,Bucky Irving,RB,TB,5.396486486486487,21.428571428571427,2.6693846153846152,14,37,2.642857142857143,0,00-0039361,Mar'Keise,Irving,7,B.Irving,38.904037015612396,-3.9040370156123956,-0.300310539662492,0.5384615384615384
2025,REG,1,Dylan Sampson,RB,CLE,6.330000000000001,0.0,3.224909090909091,12,29,2.4166666666666665,0,00-0040162,Dylan,Sampson,22,D.Sampson,40.04533414045153,-11.04533414045153,-0.9204445117042942,0.3333333333333333
2025,REG,1,Omarion Hampton,RB,LAC,5.479375,20.0,2.780416666666666,15,48,3.2,0,00-0040666,Omarion,Hampton,8,O.Hampton,72.98899625209143,-24.988996252091425,-1.6659330834727617,0.4
2025,REG,1,James Cook,RB,BUF,4.074318181818182,30.76923076923077,2.6592499999999997,13,44,3.3846153846153846,1,00-0037248,James,Cook,4,J.Cook,46.97057669764981,-2.970576697649811,-0.22850589981921623,0.46153846153846156
2025,REG,1,Chase Brown,RB,CIN,6.10046511627907,33.33333333333333,3.1378124999999994,21,43,2.0476190476190474,1,00-0038597,Chase,Brown,30,C.Brown,45.43815325820193,-2.438153258201929,-0.11610253610485376,0.5238095238095238
2025,REG,1,Tyler Allgeier,RB,ATL,6.039999999999999,30.0,2.536375,10,24,2.4,0,00-0037263,Tyler,Allgeier,25,T.Allgeier,32.213186298038494,-8.213186298038494,-0.8213186298038494,0.3
2025,REG,1,James Conner,RB,ARI,4.90102564102564,25.0,2.9124545454545454,12,39,3.25,0,00-0033553,James,Conner,6,J.Conner,41.12726498569549,-2.12726498569549,-0.17727208214129084,0.3333333333333333
2025,REG,1,David Montgomery,RB,DET,5.3351999999999995,9.090909090909092,2.6442222222222216,11,25,2.272727272727273,0,00-0035685,David,Montgomery,5,D.Montgomery,36.53295217754311,-11.532952177543109,-1.0484501979584644,0.18181818181818182
2025,REG,1,Zach Charbonnet,RB,SEA,4.690851063829787,25.0,3.025,12,47,3.9166666666666665,1,00-0039165,Zach,Charbonnet,26,Z.Charbonnet,44.22077261356452,-2.2207726135645203,-0.2018884194149564,0.45454545454545453
2025,REG,1,Alvin Kamara,RB,NO,3.8017777777777773,18.181818181818183,2.599222222222222,11,45,4.090909090909091,1,00-0033906,Alvin,Kamara,41,A.Kamara,42.757882071749265,2.2421179282507353,0.20382890256824868,0.2727272727272727
2025,REG,1,J.K. Dobbins,RB,DEN,3.9863492063492068,43.75,2.7392,16,63,3.9375,1,00-0036158,Jkaylin,Dobbins,27,J.Dobbins,52.19108562933163,10.808914370668369,0.675557148166773,0.3125
2025,REG,1,Travis Etienne,RB,JAX,2.1667832167832164,18.75,2.586875,16,143,8.9375,0,00-0036973,Travis,Etienne,1,T.Etienne,74.01970223357046,68.98029776642954,4.3112686104018465,0.4375
2025,REG,1,Chuba Hubbard,RB,CAR,3.422105263157894,0.0,2.7101875000000004,16,57,3.5625,0,00-0036555,Chuba,Hubbard,30,C.Hubbard,58.648493573414775,-1.6484935734147754,-0.10303084833842346,0.3125
2025,REG,1,Jonathan Taylor,RB,IND,3.8909859154929585,16.666666666666664,2.6186249999999998,18,71,3.9444444444444446,0,00-0036223,Jonathan,Taylor,28,J.Taylor,90.7601303942191,-19.760130394219104,-1.0977850219010614,0.2777777777777778
2025,REG,1,DJ Giddens,RB,IND,3.730975609756096,16.666666666666664,2.636454545454546,12,41,3.4166666666666665,0,00-0040179,David,Giddens,21,D.Giddens,43.05738598012661,-2.057385980126611,-0.17144883167721758,0.3333333333333333
2025,REG,1,Tony Pollard,RB,TEN,4.363166666666666,16.666666666666664,2.8544117647058824,18,60,3.3333333333333335,0,00-0035261,Tony,Pollard,20,T.Pollard,63.3030358623077,-3.303035862307702,-0.18350199235042788,0.3888888888888889
2025,REG,1,Breece Hall,RB,NYJ,3.0714953271028036,31.57894736842105,2.775176470588235,19,107,5.631578947368421,0,00-0038120,Breece,Hall,20,B.Hall,79.0942128899175,27.9057871100825,1.468725637372763,0.5789473684210527
2025,REG,1,Nick Chubb,RB,HOU,2.7895,15.384615384615385,2.5478461538461534,13,60,4.615384615384615,0,00-0034791,Nicholas,Chubb,21,N.Chubb,49.188809888600986,10.811190111399014,0.8316300085691549,0.46153846153846156
2025,REG,1,Javonte Williams,RB,DAL,3.491851851851852,26.666666666666668,2.5587142857142857,15,54,3.6,2,00-0036997,Javonte,Williams,33,J.Williams,51.794091030621836,2.2059089693781644,0.1470605979585443,0.6
2025,REG,1,Kyren Williams,RB,LAR,3.8607575757575763,22.22222222222222,2.707611111111111,18,66,3.6666666666666665,1,00-0037840,Kyren,Williams,23,K.Williams,70.96325984723039,-4.96325984723039,-0.2757366581794661,0.5
2025,REG,1,Kenneth Walker III,RB,SEA,8.763,20.0,2.8071428571428574,10,20,2.0,0,00-0038134,Kenneth,Walker,9,K.Walker,40.61818730992451,-20.618187309924508,-2.0618187309924507,0.2
2025,REG,1,D'Andre Swift,RB,CHI,5.10188679245283,5.88235294117647,2.8402000000000003,17,53,3.1176470588235294,0,00-0036275,D'Andre,Swift,4,D.Swift,73.3132594393825,-20.313259439382506,-1.1948976140813239,0.29411764705882354
2025,REG,1,Ashton Jeanty,RB,LV,6.441315789473684,21.052631578947366,2.984461538461538,19,38,2.0,1,00-0040122,Ashton,Jeanty,2,A.Jeanty,53.500654069102325,-19.500654069102325,-1.0833696705056848,0.2777777777777778
2025,REG,1,Bijan Robinson,RB,ATL,7.780833333333334,25.0,2.8334,12,24,2.0,0,00-0038542,Bijan,Robinson,7,B.Robinson,33.71318987648228,-13.713189876482282,-1.2466536251347529,0.2727272727272727
2025,REG,1,Jacory Croskey-Merritt,RB,WAS,2.2464634146341464,10.0,2.840666666666667,10,82,8.2,1,00-0040242,Jacory,Croskey-Merritt,22,J.Croskey-Merritt,42.86211211881461,39.13788788118539,3.913788788118539,0.5
2025,REG,2,Jonathan Taylor,RB,IND,2.511515151515152,24.0,2.634458333333334,25,165,6.6,0,00-0036223,Jonathan,Taylor,28,J.Taylor,108.60959845831466,56.390401541685335,2.2556160616674132,0.48
2025,REG,2,Jaylen Warren,RB,PIT,4.172291666666666,35.714285714285715,2.6469285714285715,14,48,3.4285714285714284,0,00-0037228,Jaylen,Warren,30,J.Warren,42.92249405912913,5.077505940870871,0.3626789957764908,0.6428571428571429
2025,REG,2,Chuba Hubbard,RB,CAR,3.3773684210526316,10.0,2.4763333333333333,10,38,3.8,0,00-0036555,Chuba,Hubbard,30,C.Hubbard,44.1731354962379,-6.173135496237897,-0.6173135496237897,0.3
2025,REG,2,Ashton Jeanty,RB,LV,4.752093023255814,18.181818181818183,2.6747000000000005,11,43,3.909090909090909,0,00-0040122,Ashton,Jeanty,2,A.Jeanty,68.18600648259887,-25.18600648259887,-2.2896369529635336,0.18181818181818182
2025,REG,2,Tyler Allgeier,RB,ATL,3.301447368421053,31.25,2.6797142857142857,16,76,4.75,1,00-0037263,Tyler,Allgeier,25,T.Allgeier,58.63505896766563,17.36494103233437,1.0853088145208982,0.6875
2025,REG,2,David Montgomery,RB,DET,3.3992982456140353,54.54545454545454,2.6657,11,57,5.181818181818182,1,00-0035685,David,Montgomery,5,D.Montgomery,39.96098525692151,17.03901474307849,1.5490013402798626,0.36363636363636365
2025,REG,2,Christian McCaffrey,RB,SF,4.110545454545455,30.76923076923077,2.9219999999999997,13,55,4.230769230769231,0,00-0033280,Christian,McCaffrey,23,C.McCaffrey,57.50907866732979,-2.5090786673297885,-0.19300605133306065,0.6153846153846154
2025,REG,2,Tony Pollard,RB,TEN,3.3711956521739133,5.0,2.7047000000000003,20,92,4.6,0,00-0035261,Tony,Pollard,20,T.Pollard,81.00551781423529,10.99448218576471,0.5497241092882355,0.5
2025,REG,2,Derrick Henry,RB,BAL,7.669130434782608,54.54545454545454,2.9807777777777784,11,23,2.090909090909091,0,00-0032764,Derrick,Henry,22,D.Henry,29.772961462321735,-6.772961462321735,-0.6157237693019759,0.36363636363636365
2025,REG,2,Bucky Irving,RB,TB,3.5759154929577464,23.52941176470588,2.887625,17,71,4.176470588235294,0,00-0039361,Mar'Keise,Irving,7,B.Irving,71.1562411231564,-0.1562411231564056,-0.009190654303317976,0.5294117647058824
2025,REG,2,Kenneth Walker III,RB,SEA,2.7707619047619048,61.53846153846154,3.0387692307692307,13,105,8.076923076923077,1,00-0038134,Kenneth,Walker,9,K.Walker,70.73197048314617,34.26802951685383,2.6360022705272175,0.5384615384615384
2025,REG,2,Javonte Williams,RB,DAL,2.9448453608247425,16.666666666666664,3.0883529411764705,18,97,5.388888888888889,1,00-0036997,Javonte,Williams,33,J.Williams,68.44054270562279,28.55945729437721,1.5866365163542895,0.3888888888888889
2025,REG,2,Isiah Pacheco,RB,KC,6.250909090909091,0.0,2.852875,10,22,2.2,0,00-0037197,Isiah,Pacheco,10,I.Pacheco,39.80267473165137,-17.802674731651372,-1.7802674731651371,0.3
2025,REG,2,Chase Brown,RB,CIN,4.77404255319149,0.0,2.6931999999999996,16,47,2.9375,0,00-0038597,Chase,Brown,30,C.Brown,64.02416652770688,-17.024166527706882,-1.0640104079816801,0.25
2025,REG,2,Travis Etienne,RB,JAX,3.861971830985916,0.0,2.95076923076923,14,71,5.071428571428571,0,00-0036973,Travis,Etienne,1,T.Etienne,71.40661391553186,-0.40661391553186377,-0.02904385110941884,0.2857142857142857
2025,REG,2,Rhamondre Stevenson,RB,NE,3.1594444444444454,36.36363636363637,2.4707,11,54,4.909090909090909,0,00-0036875,Rhamondre,Stevenson,38,R.Stevenson,35.94826981098452,18.05173018901548,1.641066380819589,0.5454545454545454
2025,REG,2,Zach Charbonnet,RB,SEA,23.176999999999996,53.333333333333336,3.1538181818181816,15,10,0.6666666666666666,0,00-0039165,Zach,Charbonnet,26,Z.Charbonnet,53.28082390957259,-43.28082390957259,-2.8853882606381727,0.06666666666666667
2025,REG,2,De'Von Achane,RB,MIA,6.514666666666667,0.0,2.873666666666667,11,30,2.727272727272727,0,00-0039040,Devon,Achane,28,D.Achane,52.24417603071133,-22.24417603071133,-2.022197820973757,0.45454545454545453
2025,REG,2,Cam Skattebo,RB,NYG,3.284666666666667,18.181818181818183,2.7221818181818183,11,45,4.090909090909091,1,00-0040715,Cameron,Skattebo,44,C.Skattebo,41.2066401154424,3.793359884557603,0.3448508985961457,0.36363636363636365
2025,REG,2,Alvin Kamara,RB,NO,3.3647474747474755,0.0,2.464157894736842,21,99,4.714285714285714,0,00-0033906,Alvin,Kamara,41,A.Kamara,100.08239562001332,-1.0823956200133154,-0.05154264857206264,0.38095238095238093
2025,REG,2,Saquon Barkley,RB,PHI,4.185340909090909,13.636363636363635,3.0762105263157893,22,88,4.0,1,00-0034844,Saquon,Barkley,26,S.Barkley,94.98506941184993,-13.985069411849935,-0.6992534705924968,0.45
2025,REG,2,Breece Hall,RB,NYJ,4.997931034482758,20.0,2.829625,10,29,2.9,0,00-0038120,Breece,Hall,20,B.Hall,45.123088047482725,-16.123088047482725,-1.6123088047482725,0.4
2025,REG,2,Rachaad White,RB,TB,2.425076923076923,40.0,2.4168000000000003,10,65,6.5,1,00-0037256,Rachaad,White,1,R.White,40.18944542786973,24.810554572130272,2.481055457213027,0.6
2025,REG,2,Kyren Williams,RB,LAR,3.986969696969697,35.294117647058826,2.8160000000000003,17,66,3.8823529411764706,0,00-0037840,Kyren,Williams,23,K.Williams,49.269589602816524,1.7304103971834763,0.10815064982396727,0.3125
2025,REG,2,D'Andre Swift,RB,CHI,3.922222222222222,25.0,3.3345833333333332,12,63,5.25,1,00-0036275,D'Andre,Swift,4,D.Swift,49.96889910832351,13.031100891676488,1.085925074306374,0.5
2025,REG,2,J.K. Dobbins,RB,DEN,2.8221052631578947,35.714285714285715,2.6038181818181814,14,76,5.428571428571429,1,00-0036158,Jkaylin,Dobbins,27,J.Dobbins,49.69684031272029,4.3031596872797095,0.3585966406066425,0.4166666666666667
2025,REG,2,Nick Chubb,RB,HOU,3.846744186046512,50.0,2.820777777777778,12,43,3.5833333333333335,1,00-0034791,Nicholas,Chubb,21,N.Chubb,32.552746418619044,10.447253581380956,0.8706044651150796,0.4166666666666667
2025,REG,2,James Cook,RB,BUF,2.628181818181818,33.33333333333333,2.5392999999999994,21,132,6.285714285714286,2,00-0037248,James,Cook,4,J.Cook,90.02966318607186,41.97033681392814,1.9985874673299115,0.5238095238095238
2025,REG,2,Josh Jacobs,RB,GB,3.7214285714285715,17.391304347826086,2.515727272727273,23,84,3.652173913043478,1,00-0035700,Joshua,Jacobs,8,J.Jacobs,115.24690272495246,-31.246902724952463,-1.3585609880414113,0.391304347826087
2025,REG,2,James Conner,RB,ARI,4.600882352941177,27.27272727272727,2.8001,11,34,3.090909090909091,1,00-0033553,James,Conner,6,J.Conner,43.97747943966078,-9.977479439660783,-0.9070435854237076,0.36363636363636365
2025,REG,2,Bijan Robinson,RB,ATL,3.067202797202797,4.545454545454546,2.9589047619047615,22,143,6.5,0,00-0038542,Bijan,Robinson,7,B.Robinson,101.14785726774942,41.852142732250584,1.9023701241932083,0.5454545454545454
