season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2025,REG,0,Garrett Wilson,WR,NYJ,6.484912280701754,3.0579751700737083,9.444745762711865,20.67243662750364,36,59,61.016949152542374,395,4,2.8594444444444442,2.8862005748812454,-0.02675613043680114,00-0037740,Garrett,Wilson,5,G.Wilson
2025,REG,0,Chimere Dike,WR,TEN,6.461666666666667,3.871080461223012,8.466,15.234539868669447,34,55,61.81818181818181,284,3,5.061764705882353,5.47604827260274,-0.41428356672038724,00-0040705,Chimere,Dike,17,C.Dike
2025,REG,0,Alec Pierce,WR,IND,6.455373134328358,2.162325794318758,18.957761194029853,38.91535664061423,38,67,56.71641791044776,769,2,3.8644736842105267,2.8027894528338155,1.0616842313767112,00-0037664,Alec,Pierce,14,A.Pierce
2025,REG,0,DeVonta Smith,WR,PHI,6.4452380952380945,2.8214105214195944,11.87372340425532,33.80419474521087,64,94,68.08510638297872,839,3,3.9048437500000004,3.9204891577503442,-0.015645407750343843,00-0036912,DeVonta,Smith,6,D.Smith
2025,REG,0,Rashid Shaheed,WR,SEA,6.4202499999999985,2.8096922122402255,11.506951219512196,27.162551564717504,52,82,63.41463414634146,603,2,3.4126923076923084,3.716696019684884,-0.3040037119925758,00-0037545,Rashid,Shaheed,22,R.Shaheed
2025,REG,0,Rome Odunze,WR,CHI,6.414761904761905,2.9910718929636504,14.06133333333333,37.25349935973859,44,90,48.888888888888886,661,6,5.00090909090909,4.025980141929073,0.9749289489800175,00-0039919,Rome,Odunze,15,R.Odunze
2025,REG,0,Mack Hollins,WR,NE,6.396458333333334,2.656691986460455,12.706041666666666,18.34984113994127,35,48,72.91666666666666,440,2,2.564571428571429,2.5938273429293455,-0.029255914357916524,00-0033555,Mack,Hollins,13,M.Hollins
2025,REG,0,Deebo Samuel Sr.,WR,WAS,6.395999999999999,3.5964649865847043,5.203086419753087,13.59318808560048,62,81,76.5432098765432,561,5,5.408387096774193,4.696488561477226,0.7118985352969673,00-0035719,Tyshun,Samuel,1,D.Samuel
2025,REG,0,Malik Washington,WR,MIA,6.384042553191491,3.7339301390304174,4.381607142857143,10.264508653110054,40,56,71.42857142857143,274,2,5.7935,5.15757169128743,0.63592830871257,00-0039880,Malik,Washington,6,M.Washington
2025,REG,0,Sam LaPorta,TE,DET,6.365806451612904,3.374794246309894,5.702653061224488,10.652825326145797,40,49,81.63265306122449,489,3,7.032749999999998,6.078487720130232,0.9542622798697664,00-0039065,Sam,LaPorta,87,S.LaPorta
2025,REG,0,Tucker Kraft,TE,GB,6.353636363636364,3.494999838817935,4.524545454545454,6.2814538088491885,32,44,72.72727272727273,489,6,11.004062499999998,7.651204687489715,3.3528578125102833,00-0038996,Tucker,Kraft,85,T.Kraft
2025,REG,0,Keenan Allen,WR,LAC,6.343076923076923,2.5069769547024485,9.030957446808511,25.252852774241134,63,94,67.02127659574468,644,4,2.814920634920635,2.4796393099689187,0.33528132495171636,00-0030279,Keenan,Allen,13,K.Allen
2025,REG,0,Michael Wilson,WR,ARI,6.27763440860215,2.5087741134266106,10.696914893617022,28.406965640767755,61,94,64.8936170212766,712,3,3.2640983606557383,3.085894241442517,0.17820411921322155,00-0038559,Michael,Wilson,14,M.Wilson
2025,REG,0,Darius Slayton,WR,NYG,6.252307692307691,2.7319101832397688,13.871538461538462,15.279397850677135,26,39,66.66666666666666,407,1,6.255384615384615,5.220031880701979,1.0353527346826352,00-0035535,Darius,Slayton,18,D.Slayton
2025,REG,0,T.J. Hockenson,TE,MIN,6.245238095238095,3.7170153899790748,4.496666666666667,8.567527230002222,46,60,76.66666666666667,370,3,4.757826086956521,4.862591988773083,-0.10476590181656231,00-0035229,Thomas,Hockenson,87,T.Hockenson
2025,REG,0,Emeka Egbuka,WR,TB,6.216574074074073,2.574047520118123,11.993454545454545,39.520581389427264,54,110,49.09090909090909,806,6,5.5051851851851845,4.510538446469075,0.9946467387161091,00-0040129,Emeka,Egbuka,2,E.Egbuka
2025,REG,0,Jaxon Smith-Njigba,WR,SEA,6.193826086956522,2.8602724852808494,11.93487603305785,47.479895053163865,89,121,73.55371900826447,1428,9,4.850224719101124,4.178483133201526,0.6717415858995981,00-0038543,Jaxon,Smith-Njigba,11,J.Smith-Njigba
2025,REG,0,Xavier Worthy,WR,KC,6.166833333333333,3.468274119873733,12.279841269841272,22.014649304527964,38,63,60.317460317460316,456,1,4.804736842105263,5.511769151117247,-0.7070323090119839,00-0039894,Xavier,Worthy,1,X.Worthy
2025,REG,0,Brock Bowers,TE,LV,6.153709677419355,3.020474600292792,7.7563013698630145,21.888348970353444,53,73,72.6027397260274,619,6,5.226792452830189,4.222446038197269,1.00434641463292,00-0039338,Brock,Bowers,89,B.Bowers
2025,REG,0,Jaylen Waddle,WR,MIA,6.149761904761904,2.736120586669634,12.229767441860465,43.99804222600575,57,86,66.27906976744185,812,6,4.044035087719297,3.922878365493364,0.12115672222593288,00-0036613,Jaylen,Waddle,17,J.Waddle
2025,REG,0,Hunter Henry,TE,NE,6.1404,2.833662950598164,8.264927536231884,17.1580898281423,45,69,65.21739130434783,610,5,6.637333333333332,6.1860873154771845,0.45124601785614793,00-0033090,Hunter,Henry,85,H.Henry
2025,REG,0,Ryan Flournoy,WR,DAL,6.13975,2.692974005270469,9.400714285714287,10.086680615271426,29,42,69.04761904761905,349,3,4.14103448275862,3.447174256427972,0.6938602263306479,00-0039410,Ryan,Flournoy,19,R.Flournoy
2025,REG,0,Puka Nacua,WR,LAR,6.132477876106196,2.857019515354922,8.74364406779661,28.336217077256876,93,118,78.8135593220339,1186,6,5.039354838709676,3.8324134889095705,1.2069413498001058,00-0039075,Puka,Nacua,12,P.Nacua
2025,REG,0,Cooper Kupp,WR,SEA,6.128367346938777,2.9988794486638426,8.420188679245284,14.672501430196549,36,53,67.9245283018868,473,2,6.625555555555556,4.11166205516547,2.5138935003900853,00-0033908,Cooper,Kupp,10,C.Kupp
2025,REG,0,Olamide Zaccheaus,WR,CHI,6.117735849056605,3.464970816460805,6.341052631578948,10.639819843687906,37,57,64.91228070175438,280,2,3.683513513513513,4.380466978990506,-0.6969534654769927,00-0035208,Olamide,Zaccheaus,14,O.Zaccheaus
2025,REG,0,Mason Taylor,TE,NYJ,6.107678571428571,3.2474431226580474,5.936923076923078,14.31608157087369,44,65,67.6923076923077,369,1,3.233181818181818,3.7269916746619116,-0.4938098564800937,00-0040736,Mason,Taylor,85,M.Taylor
2025,REG,0,Dalton Kincaid,TE,BUF,6.0687500000000005,3.3890347642475964,8.743170731707316,13.319832791453784,33,41,80.48780487804879,489,5,7.353333333333334,6.3180928143283825,1.0352405190049518,00-0038933,Dalton,Kincaid,86,D.Kincaid
2025,REG,0,Brenton Strange,TE,JAX,6.043823529411765,4.048160180538693,6.9028205128205125,7.476539479494436,31,39,79.48717948717949,369,1,5.754838709677419,5.768082457842578,-0.013243748165158387,00-0038935,Brenton,Strange,85,B.Strange
2025,REG,0,Rashee Rice,WR,KC,6.035517241379311,3.480959335482707,4.973880597014926,9.48306280875088,46,67,68.65671641791045,520,5,8.373695652173915,7.699157938175287,0.6745377139986273,00-0039067,Rashee,Rice,4,R.Rice
2025,REG,0,Zach Ertz,TE,WAS,6.03015873015873,2.725448884831627,8.662083333333335,20.115467109613125,50,72,69.44444444444444,504,4,2.9292000000000002,3.684778399476365,-0.7555783994763647,00-0030061,Zachary,Ertz,86,Z.Ertz
2025,REG,0,Jayden Higgins,WR,HOU,6.025925925925925,2.6502344845541224,11.932363636363634,17.58912083877175,35,55,63.63636363636363,393,4,2.2634285714285722,2.361049172174668,-0.09762060074609558,00-0040130,Jayden,Higgins,81,J.Higgins
2025,REG,0,Sterling Shepard,WR,TB,6.025,3.205955018260776,8.698867924528303,13.810994515024518,39,53,73.58490566037736,371,1,3.86948717948718,3.646006466478947,0.22348071300823324,00-0032385,Sterling,Shepard,17,S.Shepard
2025,REG,0,DeMario Douglas,WR,NE,6.023611111111111,3.4587717402402607,9.929999999999996,11.6518437394695,27,39,69.23076923076923,402,3,6.0266666666666655,5.643634569034498,0.3830320976321673,00-0038621,Demario,Douglas,3,D.Douglas
2025,REG,0,Jake Ferguson,TE,DAL,5.984696969696969,3.44809106607173,4.551444444444444,10.464774663611259,75,90,83.33333333333334,554,7,4.010400000000001,3.793237104311068,0.21716289568893243,00-0038041,Jake,Ferguson,87,J.Ferguson
2025,REG,0,Van Jefferson,WR,TEN,5.97325,2.7338092633900377,10.729761904761906,14.744422377887782,23,42,54.761904761904766,237,1,3.2556521739130426,2.7240071145145133,0.5316450593985294,00-0036415,Vanchii,Jefferson,11,V.Jefferson
2025,REG,0,Amon-Ra St. Brown,WR,DET,5.954311926605504,2.988557088411078,8.711196581196582,38.85576387882855,81,117,69.23076923076923,976,9,5.277777777777777,4.9359022786165285,0.34187549916124826,00-0036963,Amon-Ra,St. Brown,14,A.St. Brown
2025,REG,0,Darnell Mooney,WR,ATL,5.937962962962962,2.777191140459001,14.397222222222226,24.40138225850495,22,54,40.74074074074074,329,1,2.467727272727272,2.6438094867972,-0.17608221406992808,00-0036309,Darnell,Mooney,1,D.Mooney
2025,REG,0,Tyler Warren,TE,IND,5.929538461538462,3.5339956600495177,5.345595238095239,13.757341609654619,60,84,71.42857142857143,699,4,7.359833333333333,6.6488940470121465,0.7109392863211861,00-0040128,Tyler,Warren,84,T.Warren
2025,REG,0,Jameson Williams,WR,DET,5.923333333333333,3.3028549745286044,12.450138888888887,34.17420874856084,45,72,62.5,802,6,8.389555555555557,5.4818013022078365,2.9077542533477203,00-0037240,Jameson,Williams,1,J.Williams
2025,REG,0,Keon Coleman,WR,BUF,5.888909090909091,2.696547472491938,11.846909090909092,24.211054342777523,36,55,65.45454545454545,355,4,2.279444444444445,2.7465944533511224,-0.46715000890667735,00-0039901,Keon,Coleman,0,K.Coleman
2025,REG,0,Romeo Doubs,WR,GB,5.8864383561643825,2.2800766176401672,12.820958904109586,29.530847213764417,45,73,61.64383561643836,542,5,2.9275555555555566,2.8615840886560258,0.06597146689953082,00-0037816,Romeo,Doubs,87,R.Doubs
2025,REG,0,Cade Otton,TE,TB,5.845471698113209,3.500320178581551,4.84939393939394,9.587773087972296,46,66,69.6969696969697,430,0,5.4247826086956525,4.947878869822407,0.47690373887324533,00-0038129,Cade,Otton,88,C.Otton
2025,REG,0,CeeDee Lamb,WR,DAL,5.84123595505618,2.554533781031732,12.316966292134833,28.00476194125747,57,89,64.04494382022472,865,3,5.054210526315789,4.255583504936463,0.7986270213793256,00-0036358,Cedarian,Lamb,88,C.Lamb
2025,REG,0,Stefon Diggs,WR,NE,5.838157894736841,2.9064099524191738,8.553037974683546,20.32957444760026,64,79,81.0126582278481,705,3,3.83734375,3.0219161439902917,0.8154276060097083,00-0031588,Stefon,Diggs,8,S.Diggs
2025,REG,0,Theo Johnson,TE,NYG,5.824736842105263,2.9068676241624734,8.159264705882352,15.670286529309587,42,68,61.76470588235294,456,5,4.1433333333333335,4.680884292279919,-0.5375509589465857,00-0039847,Theodore,Johnson,84,T.Johnson
2025,REG,0,Elic Ayomanor,WR,TEN,5.824516129032257,2.631629617611764,11.859701492537315,25.997820972971557,30,67,44.776119402985074,353,3,3.217333333333333,3.04040723204506,0.1769261012882728,00-0040170,Elic,Ayomanor,5,E.Ayomanor
2025,REG,0,Juwan Johnson,TE,NO,5.81076923076923,3.79015830093313,6.9245,15.946847679335827,58,80,72.5,614,3,4.777413793103448,5.065226472209239,-0.2878126791057909,00-0036040,Juwan,Johnson,83,J.Johnson
2025,REG,0,Oronde Gadsden II,TE,LAC,5.791249999999999,3.234633519642114,8.728363636363637,14.280529741435725,39,55,70.9090909090909,541,2,5.212820512820513,3.7898793920775233,1.4229411207429896,00-0040189,Oronde,Gadsden,86,O.Gadsden
2025,REG,0,Ladd McConkey,WR,LAC,5.74021505376344,3.263840510631739,9.717052631578948,27.46040623029235,59,95,62.10526315789474,695,5,4.789322033898305,3.7513935305498074,1.0379285033484975,00-0039915,Andrew,McConkey,15,L.McConkey
2025,REG,0,Jauan Jennings,WR,SF,5.722461538461539,2.2230230101655115,10.427391304347827,23.181686374327416,41,69,59.42028985507246,458,5,3.3485365853658546,2.728258403382629,0.6202781819832257,00-0036259,Bennie,Jennings,15,J.Jennings
2025,REG,0,Dallas Goedert,TE,PHI,5.705471698113208,2.9638789503419174,7.471212121212121,14.934504429469216,48,66,72.72727272727273,481,7,3.842708333333334,3.6589057858058744,0.1838025475274594,00-0034351,Dallas,Goedert,88,D.Goedert
2025,REG,0,Adonai Mitchell,WR,NYJ,5.702127659574468,2.8376340785594127,16.67170212765957,24.006948678433663,21,47,44.680851063829785,330,1,3.3666666666666676,2.1754160747064386,1.191250591960229,00-0039890,Adonai,Mitchell,15,A.Mitchell
2025,REG,0,David Njoku,TE,CLE,5.682121212121212,2.6646042712880433,5.0427083333333345,8.71445184099771,33,48,68.75,293,4,5.319090909090908,4.522202723633669,0.7968881854572398,00-0033885,David,Njoku,85,D.Njoku
2025,REG,0,Chig Okonkwo,TE,TEN,5.6804999999999986,4.056894304098378,5.268113207547169,9.135227276445239,41,53,77.35849056603774,426,0,5.745121951219513,5.1778773875695725,0.5672445636499406,00-0037809,Chigoziem,Okonkwo,85,C.Okonkwo
2025,REG,0,A.J. Brown,WR,PHI,5.6671,2.0606543615544566,11.839300000000001,35.857651245551594,62,100,62.0,799,6,3.3524193548387093,2.4060833631110077,0.9463359917277017,00-0035676,Arthur,Brown,11,A.Brown
2025,REG,0,Tetairoa McMillan,WR,CAR,5.662474226804124,2.6742480950392515,12.434081632653061,44.62404968725739,57,98,58.16326530612245,826,6,4.077543859649123,3.9494471843026875,0.12809667534643543,00-0040124,Tetairoa,McMillan,4,T.McMillan
2025,REG,0,Christian Watson,WR,GB,5.636578947368422,1.7163817503338858,18.132894736842104,21.7411882006607,25,38,65.78947368421053,452,5,3.531999999999999,2.473488069865218,1.058511930134781,00-0038124,Christian,Watson,9,C.Watson
2025,REG,0,Ja'Marr Chase,WR,CIN,5.632651515151515,3.0185586853492827,8.536187050359713,32.539676010103086,91,139,65.46762589928058,1015,5,5.184175824175825,3.9260100603063206,1.2581657638695045,00-0036900,Ja'Marr,Chase,1,J.Chase
2025,REG,0,Andrei Iosivas,WR,CIN,5.629545454545454,2.4726698077780047,9.69,12.489818753239486,26,47,55.319148936170215,363,2,3.713461538461539,3.7859073188199686,-0.07244578035842952,00-0038619,Andrei,Iosivas,80,A.Iosivas
2025,REG,0,Justin Jefferson,WR,MIN,5.626372549019607,3.2385955736898913,11.133944954128442,38.53799498269347,64,109,58.71559633027523,810,2,5.23875,4.661561047632494,0.5771889523675053,00-0036322,Justin,Jefferson,18,J.Jefferson
2025,REG,0,Christian Kirk,WR,HOU,5.6061764705882355,2.5056871638068614,8.186249999999998,8.776067560577511,22,40,55.00000000000001,204,1,4.346363636363637,3.9691979569558025,0.3771656794078342,00-0034775,Christian,Kirk,13,C.Kirk
2025,REG,0,Dontayvion Wicks,WR,GB,5.601315789473684,2.017270911539843,11.877560975609754,15.365392685520279,26,41,63.41463414634146,307,2,2.557692307692309,2.055703980630229,0.50198832706208,00-0038393,Dontayvion,Wicks,13,D.Wicks
2025,REG,0,Kyle Pitts,TE,ATL,5.578636363636363,3.499872256424318,7.19235294117647,19.188095753729492,62,85,72.94117647058823,631,1,4.740645161290323,5.715138535025989,-0.9744933737356662,00-0036970,Kyle,Pitts,8,K.Pitts
2025,REG,0,Calvin Austin III,WR,PIT,5.567368421052631,2.9344955697841013,9.740652173913041,20.76724849136532,27,46,58.69565217391305,309,2,4.873333333333333,4.304675374925631,0.5686579584077025,00-0037837,Calvin,Austin,19,C.Austin
2025,REG,0,Harold Fannin Jr.,TE,CLE,5.550958904109589,3.0765829704769443,5.6209411764705886,17.201366662226334,59,85,69.41176470588235,619,4,5.5688135593220345,4.450949703732194,1.1178638555898406,00-0040663,Harold,Fannin,44,H.Fannin
2025,REG,0,Jerry Jeudy,WR,CLE,5.517738095238094,2.416225247716892,11.783529411764706,36.06029731023881,38,85,44.70588235294118,497,2,4.2368421052631575,4.063993325669269,0.17284877959388822,00-0036407,Jerry,Jeudy,3,J.Jeudy
2025,REG,0,Drake London,WR,ATL,5.5138461538461545,2.6810270758252503,10.248510638297871,30.236433999039576,60,94,63.829787234042556,810,6,4.211666666666668,3.566249876206211,0.6454167904604566,00-0037238,Drake,London,5,D.London
2025,REG,0,Tez Johnson,WR,TB,5.49,3.515433932715807,11.79025641025641,13.774447982601453,24,39,61.53846153846154,287,5,4.036666666666668,3.780220425107815,0.25644624155885287,00-0040237,Tez,Johnson,15,T.Johnson
2025,REG,0,Jonnu Smith,TE,PIT,5.485625,4.050114114326419,4.1468181818181815,8.456696854809554,30,44,68.18181818181817,190,2,5.369,5.279951866470954,0.08904813352904561,00-0033858,Jonnu,Smith,81,J.Smith
2025,REG,0,Xavier Hutchinson,WR,HOU,5.476249999999999,3.058786810943832,9.683414634146342,10.640630150864204,26,41,63.41463414634146,303,3,3.554615384615384,3.1415691950699416,0.4130461895454425,00-0038618,Xavier,Hutchinson,19,X.Hutchinson
2025,REG,0,Colston Loveland,TE,CHI,5.46452380952381,3.616613509395342,8.549999999999999,12.332759305868327,35,49,71.42857142857143,435,4,5.4225714285714295,4.353765991569826,1.0688054370016031,00-0040126,Colston,Loveland,84,C.Loveland
2025,REG,0,Brian Thomas Jr.,WR,JAX,5.432089552238806,2.705371205339749,13.668985507246378,26.193577413468944,35,69,50.72463768115942,535,1,4.338857142857142,3.995774497370087,0.34308264548705525,00-0039893,Brian,Thomas,7,B.Thomas
2025,REG,0,Travis Kelce,TE,KC,5.4184375,3.160446323799599,6.171084337349398,14.575318141461969,60,83,72.28915662650603,727,5,6.934833333333332,6.2843061127186575,0.6505272206146744,00-0030506,Travis,Kelce,87,T.Kelce
2025,REG,0,Jalen Nailor,WR,MIN,5.32342105263158,2.3647547815284407,12.979523809523808,17.31097773967165,23,42,54.761904761904766,348,2,4.8378260869565235,3.158740772747612,1.6790853142089115,00-0037291,Jalen,Nailor,1,J.Nailor
2025,REG,0,Courtland Sutton,WR,DEN,5.297045454545455,2.3250226457688137,12.040222222222221,32.12096420398629,56,90,62.22222222222222,773,5,3.4607142857142854,3.2286015882275554,0.23211269748673002,00-0034348,Courtland,Sutton,14,C.Sutton
2025,REG,0,Davante Adams,WR,LAR,5.273428571428571,2.2006219617295693,12.680285714285715,36.5666968773173,56,105,53.333333333333336,718,14,2.035357142857142,2.6977288955855725,-0.6623717527284305,00-0031381,Davante,Adams,17,D.Adams
2025,REG,0,George Kittle,TE,SF,5.256857142857142,3.557166334046636,7.00711111111111,10.159487063827044,37,45,82.22222222222221,396,5,4.054864864864865,3.812261929876974,0.24260293498789132,00-0033288,George,Kittle,85,G.Kittle
2025,REG,0,Dalton Schultz,TE,HOU,5.17560606060606,3.5441232100197833,6.497023809523809,14.626779267629189,62,84,73.80952380952381,574,1,4.421774193548386,4.366613493774682,0.055160699773704636,00-0034383,Dalton,Schultz,86,D.Schultz
2025,REG,0,Trey McBride,TE,ARI,5.171666666666667,3.0352538748367524,7.354724409448819,26.388127673279353,93,127,73.22834645669292,937,8,4.39494623655914,3.7565562111604187,0.6383900253987216,00-0037744,Trey,McBride,85,T.McBride
2025,REG,0,Tee Higgins,WR,CIN,5.1705,1.877141404594855,13.358888888888892,29.674940557973468,46,81,56.79012345679012,667,9,3.431304347826088,2.7737518596057,0.657552488220388,00-0036410,Tamaurice,Higgins,5,T.Higgins
2025,REG,0,Quentin Johnston,WR,LAC,5.156376811594203,2.5080191822741487,10.751690140845069,22.70826144381908,42,71,59.154929577464785,533,7,4.934047619047619,4.0957174843466975,0.8383301347009215,00-0038544,Quentin,Johnston,1,Q.Johnston
2025,REG,0,George Pickens,WR,DAL,5.073859649122807,2.1941181659570126,12.00701754385965,34.968590092403126,78,114,68.42105263157895,1179,8,5.084615384615385,3.0712970935383086,2.0133182910770766,00-0037247,George,Pickens,3,G.Pickens
2025,REG,0,Marvin Harrison Jr.,WR,ARI,4.9833823529411765,2.474496000732757,12.939130434782609,25.22276150816745,40,69,57.971014492753625,594,4,3.0977499999999996,2.4192063182246457,0.6785436817753538,00-0039849,Marvin,Harrison,18,M.Harrison
2025,REG,0,Nico Collins,WR,HOU,4.895,2.291608907747554,12.59640776699029,34.772738845992,61,103,59.22330097087378,916,4,4.360983606557377,3.0999494536735064,1.2610341528838704,00-0036554,Nico,Collins,12,N.Collins
2025,REG,0,Kayshon Boutte,WR,NE,4.841315789473685,2.3407350930438717,16.303684210526313,18.640181966976364,29,38,76.31578947368422,481,6,1.0662068965517246,1.5834264748776925,-0.5172195783259679,00-0038608,Kayshon,Boutte,9,K.Boutte
2025,REG,0,Noah Fant,TE,CIN,4.728214285714286,4.65590488513351,3.5828205128205126,3.8319881746704287,33,39,84.61538461538461,283,3,5.464545454545456,5.081932976099951,0.3826124784455045,00-0035644,Noah,Fant,86,N.Fant
2025,REG,0,Mark Andrews,TE,BAL,4.644807692307692,3.017754238864942,7.714912280701754,15.637445949021393,38,57,66.66666666666666,341,5,2.448684210526316,2.725530102183471,-0.276845891657155,00-0034753,Mark,Andrews,89,M.Andrews
2025,REG,0,Gunnar Helm,TE,TEN,4.5496875,3.314551133904648,5.7217391304347816,8.611410118406884,37,46,80.43478260869566,298,1,3.5521621621621624,4.405544384587458,-0.8533822224252954,00-0040584,Gunnar,Helm,84,G.Helm
2025,REG,0,AJ Barner,TE,SEA,4.549024390243903,3.7922788623157357,4.972600000000001,8.17447740289459,40,50,80.0,386,4,5.036250000000001,4.493478406615244,0.5427715933847566,00-0039793,A.J.,Barner,88,A.Barner
2025,REG,0,DK Metcalf,WR,PIT,4.354235294117648,2.6769577377126894,9.760574712643677,39.35752092622289,52,87,59.77011494252874,753,5,7.8488461538461545,4.994146593682323,2.854699560163832,00-0035640,DeKaylin,Metcalf,4,D.Metcalf
2025,REG,1,Harold Fannin Jr.,TE,CLE,9.93857142857143,3.1065359093137066,5.809999999999999,24.150193977461665,7,9,77.77777777777779,63,0,4.552857142857144,4.780525308120365,-0.22766816526322042,00-0040663,Harold,Fannin,44,H.Fannin
